,date,url
216,2014/09/04,https://winthroptranscript.com/2014/09/04/police-blotter/
217,2014/09/11,https://winthroptranscript.com/2014/09/11/police-blotter/
218,2014/09/22,https://winthroptranscript.com/2014/09/22/police-blotter/
219,2014/09/29,https://winthroptranscript.com/2014/09/29/police-blotter/
220,2014/10/06,https://winthroptranscript.com/2014/10/06/police-blotter/
221,2014/10/13,https://winthroptranscript.com/2014/10/13/police-blotter/
222,2014/10/19,https://winthroptranscript.com/2014/10/19/police-blotter/
223,2014/10/25,https://winthroptranscript.com/2014/10/25/police-blotter/
224,2014/11/01,https://winthroptranscript.com/2014/11/01/police-blotter/
225,2014/11/10,https://winthroptranscript.com/2014/11/10/police-blotter/
226,2014/11/18,https://winthroptranscript.com/2014/11/18/police-blotter/
227,2014/11/27,https://winthroptranscript.com/2014/11/27/police-blotter/
228,2014/12/04,https://winthroptranscript.com/2014/12/04/police-blotter/
229,2014/12/23,https://winthroptranscript.com/2014/12/23/police-blotter/
230,2014/12/30,https://winthroptranscript.com/2014/12/30/police-blotter/
231,2015/01/12,https://winthroptranscript.com/2015/01/12/police-blotter/
232,2015/01/16,https://winthroptranscript.com/2015/01/16/police-blotter/
233,2015/01/30,https://winthroptranscript.com/2015/01/30/police-blotter/
234,2015/02/09,https://winthroptranscript.com/2015/02/09/police-blotter/
235,2015/02/12,https://winthroptranscript.com/2015/02/12/police-blotter/
236,2015/02/23,https://winthroptranscript.com/2015/02/23/police-blotter/
237,2015/02/26,https://winthroptranscript.com/2015/02/26/police-blotter/
238,2015/03/05,https://winthroptranscript.com/2015/03/05/police-blotter/
239,2015/03/12,https://winthroptranscript.com/2015/03/12/police-blotter/
240,2015/03/19,https://winthroptranscript.com/2015/03/19/police-blotter/
241,2015/03/26,https://winthroptranscript.com/2015/03/26/police-blotter/
242,2015/04/02,https://winthroptranscript.com/2015/04/02/police-blotter/
243,2015/04/09,https://winthroptranscript.com/2015/04/09/police-blotter/
244,2015/04/21,https://winthroptranscript.com/2015/04/21/police-blotter/
245,2015/04/24,https://winthroptranscript.com/2015/04/24/police-blotter/
246,2015/05/07,https://winthroptranscript.com/2015/05/07/police-blotter/
247,2015/05/14,https://winthroptranscript.com/2015/05/14/police-blotter/
248,2015/05/21,https://winthroptranscript.com/2015/05/21/police-blotter/
249,2015/05/28,https://winthroptranscript.com/2015/05/28/police-blotter/
250,2015/06/04,https://winthroptranscript.com/2015/06/04/police-blotter/
251,2015/06/11,https://winthroptranscript.com/2015/06/11/police-blotter/
252,2015/06/18,https://winthroptranscript.com/2015/06/18/police-blotter/
253,2015/06/25,https://winthroptranscript.com/2015/06/25/police-blotter/
254,2015/07/03,https://winthroptranscript.com/2015/07/03/police-blotter/
255,2015/07/14,https://winthroptranscript.com/2015/07/14/police-blotter/
256,2015/07/22,https://winthroptranscript.com/2015/07/22/police-blotter/
257,2015/07/24,https://winthroptranscript.com/2015/07/24/police-blotter/
258,2015/07/30,https://winthroptranscript.com/2015/07/30/police-blotter/
259,2015/08/07,https://winthroptranscript.com/2015/08/07/police-blotter/
260,2015/08/14,https://winthroptranscript.com/2015/08/14/police-blotter/
261,2015/08/28,https://winthroptranscript.com/2015/08/28/police-blotter/
262,2015/09/04,https://winthroptranscript.com/2015/09/04/police-blotter/
263,2015/09/10,https://winthroptranscript.com/2015/09/10/police-blotter/
264,2015/09/18,https://winthroptranscript.com/2015/09/18/police-blotter/
265,2015/09/26,https://winthroptranscript.com/2015/09/26/police-blotter/
266,2015/10/01,https://winthroptranscript.com/2015/10/01/police-blotter/
267,2015/10/16,https://winthroptranscript.com/2015/10/16/police-blotter/
268,2015/10/22,https://winthroptranscript.com/2015/10/22/police-blotter/
269,2015/10/29,https://winthroptranscript.com/2015/10/29/police-blotter/
270,2015/11/05,https://winthroptranscript.com/2015/11/05/police-blotter/
271,2015/11/12,https://winthroptranscript.com/2015/11/12/police-blotter/
272,2015/11/19,https://winthroptranscript.com/2015/11/19/police-blotter/
273,2015/11/26,https://winthroptranscript.com/2015/11/26/police-blotter/
274,2015/12/03,https://winthroptranscript.com/2015/12/03/police-blotter/
275,2015/12/10,https://winthroptranscript.com/2015/12/10/police-blotter/
276,2015/12/17,https://winthroptranscript.com/2015/12/17/police-blotter/
277,2015/12/24,https://winthroptranscript.com/2015/12/24/police-blotter/
278,2015/12/31,https://winthroptranscript.com/2015/12/31/police-blotter/
279,2016/01/07,https://winthroptranscript.com/2016/01/07/police-blotter/
280,2016/01/20,https://winthroptranscript.com/2016/01/20/police-blotter/
281,2016/01/22,https://winthroptranscript.com/2016/01/22/police-blotter/
282,2016/01/28,https://winthroptranscript.com/2016/01/28/police-blotter/
283,2016/02/04,https://winthroptranscript.com/2016/02/04/police-blotter/
284,2016/02/12,https://winthroptranscript.com/2016/02/12/police-blotter/
285,2016/02/18,https://winthroptranscript.com/2016/02/18/police-blotter/
286,2016/02/26,https://winthroptranscript.com/2016/02/26/police-blotter/
287,2016/03/04,https://winthroptranscript.com/2016/03/04/police-blotter/
288,2016/03/11,https://winthroptranscript.com/2016/03/11/police-blotter/
289,2016/03/17,https://winthroptranscript.com/2016/03/17/police-blotter/
290,2016/03/25,https://winthroptranscript.com/2016/03/25/police-blotter/
291,2016/04/01,https://winthroptranscript.com/2016/04/01/police-blotter/
292,2016/04/07,https://winthroptranscript.com/2016/04/07/police-blotter/
293,2016/04/21,https://winthroptranscript.com/2016/04/21/police-blotter/
294,2016/04/29,https://winthroptranscript.com/2016/04/29/police-blotter/
295,2016/05/07,https://winthroptranscript.com/2016/05/07/police-blotter/
296,2016/05/13,https://winthroptranscript.com/2016/05/13/police-blotter/
297,2016/05/20,https://winthroptranscript.com/2016/05/20/police-blotter/
298,2016/05/27,https://winthroptranscript.com/2016/05/27/police-blotter/
299,2016/06/04,https://winthroptranscript.com/2016/06/04/police-blotter/
300,2016/06/10,https://winthroptranscript.com/2016/06/10/police-blotter/
301,2016/06/17,https://winthroptranscript.com/2016/06/17/police-blotter/
302,2016/06/24,https://winthroptranscript.com/2016/06/24/police-blotter/
303,2016/07/18,https://winthroptranscript.com/2016/07/18/police-blotter/
304,2016/07/22,https://winthroptranscript.com/2016/07/22/police-blotter/
305,2016/07/29,https://winthroptranscript.com/2016/07/29/police-blotter/
306,2016/08/08,https://winthroptranscript.com/2016/08/08/police-blotter/
307,2016/08/19,https://winthroptranscript.com/2016/08/19/police-blotter/
308,2016/08/29,https://winthroptranscript.com/2016/08/29/police-blotter/
309,2016/09/01,https://winthroptranscript.com/2016/09/01/police-blotter/
310,2016/09/08,https://winthroptranscript.com/2016/09/08/police-blotter/
311,2016/09/15,https://winthroptranscript.com/2016/09/15/police-blotter/
312,2016/09/22,https://winthroptranscript.com/2016/09/22/police-blotter/
313,2016/10/01,https://winthroptranscript.com/2016/10/01/police-blotter/
314,2016/10/07,https://winthroptranscript.com/2016/10/07/police-blotter/
315,2016/10/14,https://winthroptranscript.com/2016/10/14/police-blotter/
316,2016/10/21,https://winthroptranscript.com/2016/10/21/police-blotter/
317,2016/10/28,https://winthroptranscript.com/2016/10/28/police-blotter/
318,2016/11/04,https://winthroptranscript.com/2016/11/04/police-blotter/
319,2016/11/11,https://winthroptranscript.com/2016/11/11/police-blotter/
320,2016/11/18,https://winthroptranscript.com/2016/11/18/police-blotter/
321,2016/11/24,https://winthroptranscript.com/2016/11/24/police-blotter/
322,2016/12/02,https://winthroptranscript.com/2016/12/02/police-blotter/
323,2016/12/09,https://winthroptranscript.com/2016/12/09/police-blotter/
324,2016/12/16,https://winthroptranscript.com/2016/12/16/police-blotter/
325,2016/12/23,https://winthroptranscript.com/2016/12/23/police-blotter/
326,2017/01/04,https://winthroptranscript.com/2017/01/04/police-blotter/
327,2017/01/06,https://winthroptranscript.com/2017/01/06/police-blotter/
328,2017/01/13,https://winthroptranscript.com/2017/01/13/police-blotter/
329,2017/01/20,https://winthroptranscript.com/2017/01/20/police-blotter/
330,2017/01/27,https://winthroptranscript.com/2017/01/27/police-blotter/
331,2017/02/03,https://winthroptranscript.com/2017/02/03/police-blotter/
332,2017/02/10,https://winthroptranscript.com/2017/02/10/police-blotter/
333,2017/02/17,https://winthroptranscript.com/2017/02/17/police-blotter/
334,2017/02/28,https://winthroptranscript.com/2017/02/28/police-blotter/
335,2017/03/03,https://winthroptranscript.com/2017/03/03/police-blotter/
336,2017/03/17,https://winthroptranscript.com/2017/03/17/police-blotter/
337,2017/03/24,https://winthroptranscript.com/2017/03/24/police-blotter/
